County,Coordinates
Aleutians East,-163.03943,55.45072 -163.03316,55.44276 -163.0298,55.43134 -163.02794,55.42083 -163.03001,55.4128 -163.0345,55.4037 -163.04121,55.39468 -163.04921,55.38195 -163.05912,55.37186 -163.06456,55.36648 -163.07096,55.36133 -163.08164,55.35774 -163.09062,55.35442 -163.10688,55.34883 -163.132,55.34379 -163.13981,55.34315 -163.15394,55.34312 -163.17979,55.34732 -163.19627,55.35078 -163.21495,55.35966 -163.22761,55.36259 -163.23536,55.36611 -163.24705,55.3745 -163.25602,55.38552 -163.26237,55.3942 -163.26747,55.40729 -163.27003,55.41626 -163.27192,55.42385 -163.27089,55.43172 -163.26719,55.4381 -163.26298,55.44367 -163.25908,55.44952 -163.25213,55.45382 -163.25993,55.45905 -163.26713,55.46678 -163.2715,55.47701 -163.27107,55.48489 -163.26793,55.49429 -163.26573,55.49918 -163.26,55.50623 -163.25096,55.51217 -163.24251,55.51772 -163.23229,55.52172 -163.22341,55.52429 -163.2098,55.52701 -163.2018,55.52868 -163.19042,55.53056 -163.17388,55.53212 -163.15661,55.53105 -163.1462,55.52848 -163.13653,55.52502 -163.12725,55.51918 -163.1162,55.5137 -163.10933,55.51029 -163.10137,55.50607 -163.09532,55.50176 -163.09401,55.49707 -163.08416,55.49268 -163.07601,55.48869 -163.06652,55.48041 -163.06056,55.47164 -163.05638,55.46517 -163.05351,55.46293 -163.04729,55.45929 -163.04186,55.45464
Aleutians West,173.40338,52.77756 173.41327,52.76474 173.42059,52.74411 173.39853,52.71047 173.38068,52.703 173.36197,52.69576 173.33024,52.69283 173.28742,52.70672 173.2677,52.71997 173.22367,52.73523 173.20188,52.73921 173.16202,52.73465 173.10331,52.72979 173.06272,52.74032 173.04578,52.74885 173.04416,52.73818 173.01853,52.72195 172.96921,52.6995 172.94849,52.6914 172.93067,52.68483 172.90147,52.6816 172.86762,52.69025 172.83561,52.70997 172.81556,52.72915 172.80491,52.72956 172.76017,52.72741 172.71607,52.73241 172.68015,52.74862 172.65625,52.76774 172.61014,52.79823 172.56528,52.81753 172.51559,52.83929 172.47908,52.85523 172.45044,52.85244 172.42795,52.85612 172.40448,52.86843 172.37324,52.88156 172.35392,52.89499 172.34934,52.92219 172.36582,52.95174 172.3996,52.96877 172.42553,52.97156 172.4342,52.97578 172.44534,52.98404 172.48382,52.99892 172.50664,53.01252 172.52773,53.02332 172.56227,53.03063 172.58617,53.04387 172.65236,53.05462 172.70784,53.05909 172.76362,53.06526 172.80827,53.05653 172.85984,53.05375 172.913,53.05076 172.95416,53.03895 172.97074,53.04439 172.9943,53.04754 173.01872,53.04746 173.06184,53.0418 173.10221,53.04587 173.14628,53.04103 173.17869,53.03283 173.21589,53.02035 173.2363,53.00299 173.24244,53.00121 173.26212,53.00262 173.29282,52.99946 173.3064,52.99645 173.32194,52.99212 173.34522,52.97711 173.37141,52.96034 173.38383,52.94115 173.39033,52.91417 173.39259,52.90745 173.40036,52.90676 173.41804,52.91604 173.4503,52.91362 173.48955,52.90011 173.50255,52.89155 173.51253,52.88106 173.51616,52.87398 173.52278,52.87081 173.53752,52.86679 173.54805,52.85899 173.5558,52.85072 173.56761,52.84187 173.57708,52.83035 173.57866,52.8241 173.57817,52.82297 173.58065,52.81548 173.57787,52.80899 173.56939,52.79897 173.55135,52.78488 173.52606,52.77448 173.50439,52.77279 173.46875,52.77499 173.46124,52.77656 173.44827,52.78124 173.43805,52.78135 173.41604,52.77799
Anchorage,-148.71426,61.42717 -148.66258,61.42701 -148.60276,61.42692 -148.46457,61.42704 -148.46001,61.42697 -148.46009,61.42592 -148.46053,61.34858 -148.46061,61.31393 -148.46132,61.22505 -148.46164,61.18812 -148.47826,61.09981 -148.47708,61.04203 -148.47554,60.9965 -148.47436,60.97551 -148.47411,60.93937 -148.47404,60.92984 -148.47396,60.91918 -148.47362,60.87183 -148.52196,60.84917 -148.55218,60.84825 -148.59179,60.84705 -148.59427,60.84697 -148.59779,60.84686 -148.6775,60.84597 -148.72922,60.8461 -148.74611,60.8325 -148.74632,60.80046 -148.74643,60.77801 -148.74627,60.7642 -148.74598,60.75698 -148.7456,60.73688 -148.74558,60.73388 -148.74763,60.73388 -148.8044,60.73384 -148.83469,60.73382 -148.87174,60.73382 -148.98942,60.73379 -149.02983,60.73385 -149.03937,60.73454 -149.04223,60.75128 -149.03837,60.83732 -149.0529,60.86389 -149.09001,60.88191 -149.18141,60.90377 -149.32648,60.90699 -149.41778,60.91696 -149.4705,60.92803 -149.67098,60.97476 -149.73253,60.99356 -149.7521,60.99944 -149.78896,61.00879 -149.84922,61.02407 -149.96745,61.05405 -149.99996,61.06229 -150.02584,61.06843 -150.22632,61.07503 -150.30343,61.10724 -150.39731,61.15527 -150.42061,61.1672 -150.3914,61.17162 -150.19478,61.20143 -149.96656,61.23396 -149.95007,61.24185 -149.89789,61.26704 -149.83793,61.33668 -149.70222,61.40858 -149.57343,61.43693 -149.49913,61.45331 -149.45057,61.46379 -149.39606,61.47592 -149.35989,61.48383 -149.27058,61.48387 -149.25215,61.4836 -149.24364,61.48322 -149.2376,61.48227 -149.23774,61.4701 -149.21702,61.45464 -149.18745,61.42591 -149.13936,61.42496 -149.09852,61.42479 -148.88782,61.42669
Bethel,-172.81533,60.55785 -172.76162,60.51512 -172.70686,60.48992 -172.65084,60.46966 -172.53002,60.43574 -172.50019,60.43227 -172.49948,60.43211 -172.4626,60.43869 -172.43959,60.4365 -172.41606,60.4365 -172.34754,60.42775 -172.30612,60.40585 -172.27851,60.38833 -172.24169,60.373 -172.18646,60.35329 -172.16805,60.34891 -172.12202,60.32701 -172.10877,60.30343 -172.14352,60.27145 -172.16678,60.26071 -172.2169,60.2446 -172.26753,60.2445 -172.29551,60.23883 -172.32282,60.24282 -172.36158,60.25201 -172.3884,60.2755 -172.42637,60.27459 -172.49604,60.27422 -172.53423,60.26526 -172.56501,60.25809 -172.62514,60.26376 -172.65248,60.26975 -172.67936,60.27803 -172.69944,60.28838 -172.71537,60.29622 -172.74442,60.30103 -172.7725,60.30928 -172.80238,60.31865 -172.82013,60.31615 -172.84794,60.31838 -172.87777,60.32631 -172.91023,60.33962 -172.92536,60.35258 -172.93097,60.37052 -172.93145,60.38968 -172.95216,60.39827 -172.9859,60.41185 -172.98692,60.41217 -173.02952,60.42584 -173.06739,60.4399 -173.07671,60.44092 -173.09529,60.44179 -173.11531,60.44724 -173.14487,60.4571 -173.15827,60.46749 -173.16782,60.48108 -173.17052,60.49648 -173.16526,60.51429 -173.15646,60.52214 -173.16322,60.53832 -173.15402,60.56459 -173.14022,60.57553 -173.14164,60.57756 -173.14482,60.5821 -173.16782,60.59304 -173.17703,60.59961 -173.18163,60.60618 -173.23223,60.63683 -173.23683,60.64558 -173.23223,60.65434 -173.21843,60.67623 -173.19083,60.68937 -173.19083,60.70001 -173.19083,60.70688 -173.17703,60.72001 -173.15863,60.72877 -173.13998,60.73316 -173.11046,60.74211 -173.10041,60.74517 -173.05907,60.74775 -173.01896,60.7414 -173.01247,60.74037 -172.98976,60.73181 -172.97256,60.7173 -172.97145,60.71637 -172.96225,60.7098 -172.95305,60.69448 -172.94845,60.67478 -172.94532,60.65842 -172.94385,60.6507 -172.92935,60.64873 -172.91165,60.64632 -172.89434,60.64468 -172.88865,60.64413 -172.86104,60.63757 -172.83804,60.62881 -172.82884,60.62225 -172.81964,60.61349 -172.81504,60.60254 -172.81964,60.59598 -172.81929,60.59287
Bristol Bay,-157.01195,58.88865 -157.01091,58.88865 -156.91523,58.88745 -156.87733,58.88777 -156.7991,58.88879 -156.74154,58.8895 -156.67724,58.89026 -156.64793,58.8906 -156.49135,58.8923 -156.31811,58.89303 -156.31745,58.80926 -156.31829,58.72677 -156.31794,58.64922 -156.31767,58.60961 -156.52725,58.60965 -156.61996,58.60967 -156.68267,58.60968 -156.73281,58.60971 -156.80785,58.60972 -156.85851,58.60974 -156.95455,58.60986 -157.04045,58.6099 -157.08342,58.60991 -157.21089,58.60983 -157.26759,58.60979 -158.0015,58.60993 -158.00139,58.617 -158.00101,58.64359 -157.99648,58.64638 -157.95456,58.65506 -157.90558,58.66777 -157.81978,58.68904 -157.7996,58.69559 -157.77563,58.70458 -157.76323,58.70942 -157.72843,58.72052 -157.69647,58.72997 -157.57263,58.75162 -157.54079,58.76367 -157.53265,58.77264 -157.47098,58.78711 -157.41529,58.79618 -157.38197,58.80871 -157.32212,58.83282 -157.27325,58.83607 -157.2414,58.83756 -157.21571,58.84153 -157.19964,58.84517 -157.17973,58.85057 -157.1721,58.8597 -157.16438,58.86032 -157.15841,58.86031 -157.15801,58.86023 -157.13989,58.86154
Denali,-146.98085,64.01268 -146.97604,63.95962 -146.97291,63.92516 -146.97264,63.92212 -146.97211,63.9048 -146.97249,63.87785 -146.97349,63.84498 -146.97524,63.78776 -146.97633,63.75213 -146.97662,63.74285 -146.97679,63.73051 -146.97755,63.66739 -146.9664,63.63547 -146.95964,63.61609 -146.95577,63.60504 -146.94711,63.58026 -146.93682,63.55219 -146.93028,63.53624 -146.91728,63.50458 -146.90723,63.48008 -146.91011,63.48007 -147.30634,63.4763 -147.68412,63.47216 -147.81154,63.47253 -148.03269,63.46425 -148.03587,63.33079 -148.16712,63.33097 -148.24053,63.3312 -148.72258,63.33551 -149.07161,63.3331 -149.1546,63.33351 -149.1917,63.33317 -149.36501,63.33266 -149.60443,63.31039 -149.94824,63.23346 -150.12062,63.19583 -150.33747,63.14779 -150.5571,63.09854 -150.91202,63.01896 -151.01147,62.99672 -151.32895,62.92387 -151.88936,62.78842 -152.1029,62.72238 -152.24719,62.72285 -152.62636,62.72413 -152.98924,62.72731 -153.00134,62.72744 -152.99689,62.73089 -152.81486,62.87372 -152.5156,63.10646 -152.43432,63.19817 -152.51004,63.3036 -152.80989,63.39199 -152.84346,63.4815 -152.70825,63.65165 -152.35824,63.65556 -152.23617,63.79364 -152.05203,63.87306 -152.0496,63.90804 -152.04823,63.95614 -151.85713,64.03019 -151.52511,64.03246 -151.13647,64.13288 -150.83932,64.3115 -150.49371,64.36436 -150.30467,64.36391 -149.61972,64.35794 -149.30188,64.35845 -149.22019,64.35871 -149.04375,64.34311 -148.7765,64.34219 -148.23231,64.34301 -147.99882,64.34171 -147.99516,64.34169 -147.99479,64.34151 -147.98961,64.33605 -147.98367,64.33442 -147.97802,64.33232 -147.96206,64.32543 -147.94152,64.32377 -147.93205,64.32267 -147.92531,64.31804 -147.91668,64.31091 -147.89883,64.30918 -147.8932,64.30527 -147.89615,64.30067 -147.88394,64.29586 -147.87094,64.28983 -147.8537,64.2868 -147.83769,64.28339 -147.82131,64.28133 -147.81613,64.27373 -147.80664,64.26705 -147.79558,64.26289 -147.78352,64.25973 -147.76587,64.2584 -147.64563,64.25934 -147.38427,64.26047 -147.22556,64.26003 -147.0081,64.25895 -147.00318,64.25893 -146.9973,64.19401 -146.99337,64.15067 -146.98966,64.10982 -146.98548,64.06371 -146.98387,64.04598 -146.98185,64.02375 -146.98121,64.01666
Dillingham,-160.53193,58.65719 -160.53947,58.66434 -160.54432,58.67433 -160.54406,58.68784 -160.53749,58.70027 -160.53092,58.70627 -160.52542,58.70857 -160.52567,58.71233 -160.52652,58.72073 -160.52579,58.73024 -160.52046,58.741 -160.51354,58.75065 -160.5043,58.76143 -160.49037,58.77363 -160.47205,58.78369 -160.45223,58.79185 -160.41927,58.79785 -160.41604,58.79844 -160.39757,58.7974 -160.39243,58.79711 -160.36764,58.7941 -160.34939,58.78881 -160.33319,58.78177 -160.32324,58.77506 -160.31171,58.7765 -160.29679,58.77628 -160.28239,58.77497 -160.26391,58.77175 -160.2377,58.76605 -160.22254,58.75911 -160.21408,58.75548 -160.20589,58.75603 -160.18767,58.75628 -160.1594,58.75294 -160.13762,58.7489 -160.11655,58.73902 -160.10191,58.72481 -160.09938,58.71607 -160.09626,58.70534 -160.09697,58.69728 -160.11031,58.6816 -160.12255,58.67283 -160.13905,58.66384 -160.14871,58.65993 -160.15273,58.6582 -160.15198,58.65336 -160.153,58.64755 -160.15409,58.63711 -160.16115,58.62604 -160.1684,58.61856 -160.17982,58.61002 -160.19718,58.60212 -160.21216,58.59505 -160.21347,58.59317 -160.21332,58.59215 -160.21286,58.58485 -160.21544,58.57831 -160.2256,58.56554 -160.23871,58.55615 -160.25876,58.54457 -160.30103,58.53576 -160.33361,58.53568 -160.36762,58.54199 -160.39686,58.55392 -160.39694,58.55402 -160.40777,58.56731 -160.41429,58.58693 -160.40661,58.60277 -160.40112,58.61257 -160.39486,58.62127 -160.38763,58.62765 -160.40132,58.62498 -160.41731,58.62361 -160.4331,58.62225 -160.45361,58.62307 -160.47534,58.62719 -160.49147,58.63346 -160.50911,58.64238 -160.52874,58.65416
Fairbanks North Star,-148.65348,64.97943 -148.4508,65.21157 -147.45963,65.24015 -146.93676,65.27182 -146.54617,65.35384 -146.17198,65.44894 -146.12469,65.30637 -145.71892,65.18262 -145.67876,65.06539 -145.31758,65.06983 -144.83719,65.11903 -144.32896,65.09958 -143.92668,65.10205 -144.00235,65.04593 -143.99087,64.9464 -144.09041,64.7411 -144.06116,64.68344 -144.05209,64.67715 -144.18502,64.64215 -144.40169,64.59547 -144.62291,64.59689 -144.75731,64.58954 -144.93549,64.57708 -145.10198,64.50575 -145.36989,64.45618 -145.62274,64.43055 -145.84535,64.42908 -146.04325,64.37753 -146.20137,64.36897 -146.22962,64.31666 -146.33166,64.28494 -146.34743,64.2801 -146.36638,64.27849 -146.4058,64.28016 -146.46535,64.28194 -146.48645,64.28177 -146.52077,64.27727 -146.55958,64.27054 -146.60896,64.26064 -146.67041,64.25851 -146.67823,64.25849 -146.72804,64.2585 -147.00231,64.25892 -147.00318,64.25893 -147.0081,64.25895 -147.22556,64.26003 -147.38427,64.26047 -147.64563,64.25934 -147.76587,64.2584 -147.78352,64.25973 -147.79558,64.26289 -147.80664,64.26705 -147.81613,64.27373 -147.82131,64.28133 -147.83769,64.28339 -147.8537,64.2868 -147.87094,64.28983 -147.88394,64.29586 -147.89615,64.30067 -147.8932,64.30527 -147.89883,64.30918 -147.91668,64.31091 -147.92531,64.31804 -147.93205,64.32267 -147.94152,64.32377 -147.96206,64.32543 -147.97802,64.33232 -147.98367,64.33442 -147.98961,64.33605 -147.99479,64.34151 -147.99516,64.34169 -148.01055,64.34522 -148.03937,64.34495 -148.10497,64.36597 -148.17854,64.40675 -148.23879,64.46226 -148.31938,64.50329 -148.40731,64.54728 -148.51872,64.60185 -148.64554,64.63374 -148.6535,64.9784
Haines,-135.00424,58.12273 -135.25315,58.16585 -135.45552,58.31755 -135.44875,58.38794 -135.49457,58.48606 -135.40254,58.50074 -135.32528,58.49789 -135.40487,58.58036 -135.4805,58.65414 -135.54553,58.69607 -135.69352,58.72858 -135.73152,58.79094 -135.61581,58.85826 -135.59458,58.90381 -135.56621,58.95089 -135.63649,58.99535 -135.72261,59.07241 -135.85151,59.15097 -135.99404,59.1824 -136.09904,59.19869 -136.18214,59.2039 -136.26949,59.22754 -136.36917,59.23676 -136.42129,59.24743 -136.48661,59.26111 -136.48825,59.26371 -136.49043,59.26719 -136.49258,59.27059 -136.4932,59.27335 -136.49046,59.27448 -136.47557,59.28064 -136.46687,59.28554 -136.46716,59.29243 -136.46735,59.29709 -136.46755,59.30179 -136.46803,59.31327 -136.46855,59.32574 -136.46866,59.32836 -136.46887,59.33358 -136.4692,59.34137 -136.46957,59.35039 -136.46975,59.35452 -136.47043,59.37084 -136.47097,59.38387 -136.47114,59.38802 -136.47145,59.39531 -136.47172,59.40178 -136.47273,59.42593 -136.47313,59.43569 -136.47373,59.44998 -136.47413,59.45954 -136.47418,59.46072 -136.47119,59.46372 -136.46374,59.46261 -136.41467,59.45529 -136.36628,59.44808 -136.365,59.4482 -136.36418,59.44839 -136.35814,59.4498 -136.30185,59.46413 -136.27461,59.48852 -136.24969,59.51087 -136.24504,59.51504 -136.23423,59.52473 -136.23477,59.52793 -136.23653,59.53827 -136.23734,59.55873 -136.24549,59.56165 -136.26303,59.56794 -136.30359,59.61153 -136.25689,59.62365 -136.20823,59.6355 -136.18654,59.64023 -136.16624,59.64224 -136.00516,59.65816 -135.9459,59.6638 -135.86084,59.68947 -135.85895,59.69005 -135.85614,59.69111 -135.82946,59.69894 -135.6996,59.70388 -135.66631,59.66653 -135.63077,59.62665 -135.60782,59.60091 -135.57971,59.56943 -135.57071,59.55936 -135.56356,59.55136 -135.54761,59.5335 -135.53952,59.52444 -135.52271,59.50561 -135.50906,59.49034 -135.50331,59.4839 -135.45873,59.43398 -135.43925,59.41217 -135.4286,59.40024 -135.38651,59.35312 -135.37552,59.34063 -135.35398,59.34081 -135.29168,59.34169 -135.23697,59.34245 -135.21948,59.3427 -135.1898,59.34312 -135.15352,59.34362 -135.11274,59.3442 -135.07628,59.34471 -135.03483,59.34529 -135.02405,59.34018 -135.01961,59.33577 -135.01604,59.33222 -135.01,59.3262 -135.00834,59.32454 -135.00753,59.32374 -135.00298,59.31922 -134.99314,59.3099 -134.98087,59.29828 -134.969,59.28703 -134.96143,59.28031 -134.9518,59.2791 -134.92404,59.27562 -134.8418,59.26531 -134.70238,59.24784 -134.69547,59.22857 -134.68911,59.21086 -134.68192,59.19084 -134.67497,59.18707 -134.66887,59.18375 -134.62434,59.15958 -134.58,59.13551 -134.56221,59.12827 -134.52972,59.12819 -134.48124,59.12807 -134.45417,59.09683 -134.44905,59.09092 -134.4422,59.08301 -134.43562,59.07795 -134.38449,59.03859 -134.38289,59.03736 -134.38264,59.03717 -134.37977,59.03496 -134.39842,59.0 -134.40029,58.99648 -134.40031,58.99598 -134.40033,58.99548 -134.40065,58.98679 -134.40097,58.9781 -134.40099,58.97761 -134.401,58.97738 -134.40103,58.97666 -134.40104,58.97622 -134.40031,58.97609 -134.36415,58.96976 -134.34659,58.96669 -134.32798,58.96343 -134.48494,58.96545 -134.59901,58.96691 -134.6366,58.9674 -134.65872,58.96768 -134.66527,58.96776 -134.66802,58.9678 -134.7002,58.96821 -134.73006,58.9686 -134.79989,58.96949 -134.82127,58.96977 -134.83808,58.96999 -134.8728,58.97043 -134.94719,58.97132 -134.94774,58.97134 -134.95199,58.97162 -134.95769,58.97198 -134.99196,58.9723 -135.00418,58.97242 -135.03662,58.97273 -135.06573,58.97297 -135.12227,58.97344 -135.14656,58.97363 -135.18256,58.97404 -135.21465,58.9618 -135.09854,58.58327 -135.0741,58.50212 -135.06449,58.45256
Hoonah-Angoon,-135.87819,59.39054 -135.89215,59.3938 -135.90015,59.39567 -135.90432,59.39682 -135.90647,59.39742 -135.91207,59.39852 -135.9194,59.40074 -135.92181,59.40147 -135.92662,59.40348 -135.92689,59.40431 -135.92526,59.4058 -135.92424,59.40671 -135.92382,59.40708 -135.9236,59.40728 -135.92269,59.4081 -135.9199,59.41062 -135.90336,59.4074 -135.88413,59.40398 -135.86781,59.3986 -135.85438,59.39279 -135.85508,59.3886 -135.85533,59.38728 -135.85709,59.38618 -135.86677,59.38997 -135.86881,59.39072 -135.87815,59.39056
Juneau,-133.71748,57.79966 -134.12061,58.11144 -134.33893,58.12855 -134.4879,58.09446 -134.545,58.08342 -134.58283,58.05628 -134.6604,58.03394 -134.71834,58.05 -134.76443,58.09627 -134.7744,58.11173 -134.7707,58.11869 -134.77234,58.13091 -134.77032,58.13749 -134.77272,58.14965 -134.77173,58.15607 -134.77247,58.16579 -134.76243,58.16987 -134.75506,58.17448 -134.75381,58.18038 -134.75405,58.18629 -134.74557,58.18848 -134.70593,58.25416 -135.05624,58.49122 -135.0741,58.50212 -135.09854,58.58327 -135.21465,58.9618 -135.18256,58.97404 -135.14656,58.97363 -135.12227,58.97344 -135.06573,58.97297 -135.03662,58.97273 -135.00418,58.97242 -134.99196,58.9723 -134.95769,58.97198 -134.95199,58.97162 -134.94774,58.97134 -134.94719,58.97132 -134.8728,58.97043 -134.83808,58.96999 -134.82127,58.96977 -134.79989,58.96949 -134.73006,58.9686 -134.7002,58.96821 -134.66802,58.9678 -134.66527,58.96776 -134.65872,58.96768 -134.6366,58.9674 -134.59901,58.96691 -134.48494,58.96545 -134.32798,58.96343 -134.32113,58.9621 -134.30639,58.95924 -134.32896,58.91959 -134.2721,58.87497 -134.26697,58.87095 -134.26259,58.86751 -134.25332,58.86024 -134.25053,58.85805 -134.23207,58.85211 -134.15967,58.82882 -134.15875,58.82853 -134.07542,58.80155 -133.99208,58.77458 -133.94709,58.76078 -133.89967,58.74623 -133.87773,58.73946 -133.8637,58.73515 -133.85538,58.73259 -133.84039,58.72799 -133.82605,58.71552 -133.79441,58.68802 -133.78757,58.68207 -133.78478,58.67964 -133.76876,58.66571 -133.75587,58.6545 -133.74624,58.64612 -133.72363,58.626 -133.69983,58.60729 -133.67785,58.59412 -133.65768,58.5815 -133.65647,58.58074 -133.65284,58.57847 -133.64445,58.57333 -133.62047,58.55867 -133.61575,58.55578 -133.55995,58.52233 -133.5458,58.51468 -133.53662,58.50989 -133.52905,58.5059 -133.50878,58.49504 -133.49246,58.48646 -133.48978,58.48508 -133.45607,58.46777 -133.42875,58.45349 -133.42497,58.45151 -133.44457,58.39431 -133.46147,58.38552 -133.45442,58.37785 -133.44491,58.36863 -133.43628,58.36025 -133.43603,58.36001 -133.43064,58.35479 -133.42757,58.35181 -133.42414,58.34847 -133.42253,58.34691 -133.41218,58.33685 -133.40331,58.32819 -133.3706,58.2958 -133.35965,58.28477 -133.3357,58.26514 -133.33505,58.26467 -133.32043,58.25433 -133.31571,58.25099 -133.31513,58.25058 -133.30644,58.24464 -133.29272,58.23527 -133.28819,58.23218 -133.28493,58.22991 -133.28441,58.22954 -133.28389,58.22918 -133.27927,58.22597 -133.27896,58.22575 -133.27864,58.22553 -133.27549,58.22333 -133.27516,58.2231 -133.27482,58.22287 -133.27101,58.22022 -133.27061,58.21994 -133.27022,58.21966 -133.26833,58.21835 -133.26273,58.21445 -133.26051,58.2129 -133.25712,58.21054 -133.24293,58.20066 -133.24068,58.19905 -133.2229,58.18637 -133.22275,58.18624 -133.2223,58.18586 -133.22215,58.18573 -133.22195,58.18555 -133.22176,58.18539 -133.22043,58.18425 -133.22002,58.18389 -133.21509,58.18001 -133.21331,58.1786 -133.20578,58.17311 -133.20406,58.17185 -133.19571,58.16548 -133.19153,58.1623 -133.18363,58.15608 -133.18122,58.15418 -133.17644,58.15015 -133.43802,57.97636 -133.59629,57.86476
